solved_status,result,problem_id,level,accuracy,solved_count,error_count,rating,tag1,tag2,tag3,tag4,tag5,user_id,skills,solved_count,attempts,user_type
SO,PAC,910018,H,0.89,396,311,2.8,Algorithms,Math,Number Theory,,,964542,C|Java|C++,29,77,S
SO,PAC,910018,H,0.89,396,311,2.8,Algorithms,Math,Number Theory,,,964542,C|Java|C++,29,77,S
SO,PAC,910018,H,0.89,396,311,2.8,Algorithms,Math,Number Theory,,,964542,C|Java|C++,29,77,S
AT,PAC,937441,E,0.35,123,2626,3.5,,,,,,1435002,C,0,1,W
SO,AC,925054,E,0.81,490,330,3.6,,,,,,959820,C#|Python|C|Java,32,38,W
AT,PAC,929658,M,0.31,16,295,3.9,,,,,,1350497,Java,7,8,W
SO,PAC,912254,M,0.79,308,696,2.7,Algorithms,,,,,1107358,C|PHP|C++,35,38,NA
SO,AC,908377,E,0.48,243,425,3.0,Basic Programming,,,,,950113,Python|C|PHP|C++,70,82,S
SO,AC,909179,E,0.78,3797,1951,3.2,Brute Force,,,,,1041840,Java,16,4,W
AT,PAC,905671,H,0.09,8,118,0.0,Math,,,,,944102,Python|Ruby|C|Java|C++,121,241,W
SO,PAC,921408,E-M,0.77,798,671,4.1,Priority Queue,Heap,,,,1019429,C|C++,17,38,W
AT,PAC,921408,E-M,0.77,798,671,4.1,Priority Queue,Heap,,,,1019429,C|C++,17,38,W
SO,PAC,921408,E-M,0.77,798,671,4.1,Priority Queue,Heap,,,,1019429,C|C++,17,38,W
AT,PAC,921408,E-M,0.77,798,671,4.1,Priority Queue,Heap,,,,1019429,C|C++,17,38,W
SO,AC,910442,E,0.43,2637,9714,3.7,Ad-Hoc,Algorithms,,,,1060304,C|Java|C++,56,26,W
SO,AC,907051,E,0.82,1090,767,4.4,Ad-Hoc,Algorithms,,,,923017,C|Java|C#|C++|Python|PHP,53,37,S
SO,AC,908344,E,0.64,8922,7150,3.7,Basic Programming,Very Easy,,,,1062761,Python|C|Java|C++,9,11,NA
SO,AC,909401,E,0.48,954,1452,3.0,Implementation,Ad-Hoc,,,,1000689,Python|C|Ruby|C++,66,120,W
SO,AC,918417,E,0.77,1596,1189,3.4,Ad-Hoc,Basic Programming,,,,949472,Java,5,1,W
SO,PAC,907592,M,0.85,662,615,3.4,Dynamic Programming,Algorithms,,,,945076,C++,16,74,W
SO,PAC,907592,M,0.85,662,615,3.4,Dynamic Programming,Algorithms,,,,945076,C++,16,74,W
AT,PAC,907592,M,0.85,662,615,3.4,Dynamic Programming,Algorithms,,,,945076,C++,16,74,W
SO,PAC,907592,M,0.85,662,615,3.4,Dynamic Programming,Algorithms,,,,945076,C++,16,74,W
SO,PAC,907592,M,0.85,662,615,3.4,Dynamic Programming,Algorithms,,,,945076,C++,16,74,W
SO,PAC,907592,M,0.85,662,615,3.4,Dynamic Programming,Algorithms,,,,945076,C++,16,74,W
AT,PAC,907592,M,0.85,662,615,3.4,Dynamic Programming,Algorithms,,,,945076,C++,16,74,W
SO,PAC,907592,M,0.85,662,615,3.4,Dynamic Programming,Algorithms,,,,945076,C++,16,74,W
SO,PAC,907592,M,0.85,662,615,3.4,Dynamic Programming,Algorithms,,,,945076,C++,16,74,W
SO,PAC,907592,M,0.85,662,615,3.4,Dynamic Programming,Algorithms,,,,945076,C++,16,74,W
SO,AC,903676,E,0.54,3506,3406,3.4,Basic Programming,Ad-Hoc,,,,911854,Python|C|PHP|Java|C++,126,106,S
AT,PAC,903640,E-M,0.18,656,4151,5.0,Dynamic Programming,,,,,903920,Python|Ruby|Java|C++,22,21,S
AT,PAC,903640,E-M,0.18,656,4151,5.0,Dynamic Programming,,,,,903920,Python|Ruby|Java|C++,22,21,S
AT,PAC,903640,E-M,0.18,656,4151,5.0,Dynamic Programming,,,,,903920,Python|Ruby|Java|C++,22,21,S
SO,AC,903640,E-M,0.18,656,4151,5.0,Dynamic Programming,,,,,903920,Python|Ruby|Java|C++,22,21,S
SO,PAC,908143,,0.93,25,12,0.0,,,,,,994361,C|C++,177,120,NA
SO,PAC,908143,,0.93,25,12,0.0,,,,,,994361,C|C++,177,120,NA
SO,PAC,908143,,0.93,25,12,0.0,,,,,,994361,C|C++,177,120,NA
SO,AC,908143,,0.93,25,12,0.0,,,,,,994361,C|C++,177,120,NA
SO,AC,908143,,0.93,25,12,0.0,,,,,,994361,C|C++,177,120,NA
AT,PAC,909320,E,0.74,595,631,4.0,Basic Programming,,,,,1034341,Java,24,10,W
SO,PAC,918446,,0.91,1,44,2.8,,,,,,1310246,Java,5,6,W
AT,PAC,914050,M,0.42,134,1622,5.0,Game Theory,Math,,,,942675,Python|Java|C++,18,73,W
SO,PAC,925014,E,0.93,613,199,3.8,Hashing,,,,,1098810,Python|Go|C|Java|C++,529,256,W
SO,AC,925014,E,0.93,613,199,3.8,Hashing,,,,,1098810,Python|Go|C|Java|C++,529,256,W
AT,PAC,907207,E,0.5,1822,2635,3.4,Math,Simple-math,,,,1090881,C,59,54,W
AT,PAC,907207,E,0.5,1822,2635,3.4,Math,Simple-math,,,,1090881,C,59,54,W
SO,AC,907207,E,0.5,1822,2635,3.4,Math,Simple-math,,,,1090881,C,59,54,W
AT,PAC,918882,M,0.39,93,1141,4.0,Combinatorics,Math,,,,1000925,Java|C++,20,14,W
AT,PAC,918882,M,0.39,93,1141,4.0,Combinatorics,Math,,,,1000925,Java|C++,20,14,W
SO,PAC,905829,E,0.93,609,138,4.8,Algorithms,,,,,967866,C|Java,6,24,S
SO,AC,905829,E,0.93,609,138,4.8,Algorithms,,,,,967866,C|Java,6,24,S
SO,AC,905829,E,0.93,609,138,4.8,Algorithms,,,,,967866,C|Java,6,24,S
SO,PAC,932815,E,0.88,525,524,3.7,Implementation,,,,,1121475,C#|Java|C++,78,52,W
AT,PAC,932815,E,0.88,525,524,3.7,Implementation,,,,,1121475,C#|Java|C++,78,52,W
SO,AC,932815,E,0.88,525,524,3.7,Implementation,,,,,1121475,C#|Java|C++,78,52,W
SO,PAC,908544,M,0.73,84,144,1.0,Dynamic Programming,Math,,,,1007567,Java|C++,14,99,NA
SO,PAC,926355,,0.89,159,44,3.0,,,,,,1235387,Python|Ruby|PHP|Java|C++,94,49,W
SO,PAC,926355,,0.89,159,44,3.0,,,,,,1235387,Python|Ruby|PHP|Java|C++,94,49,W
SO,AC,926355,,0.89,159,44,3.0,,,,,,1235387,Python|Ruby|PHP|Java|C++,94,49,W
AT,PAC,908347,H,0.42,14,1934,0.0,Trie,Implementation,Sqrt-Decomposition,Data Structures,,1077282,C|C++,15,25,W
AT,PAC,903637,E,0.81,312,410,4.1,Ad-Hoc,,,,,1336150,C|C++,1,4,NA
AT,PAC,903637,E,0.81,312,410,4.1,Ad-Hoc,,,,,1336150,C|C++,1,4,NA
AT,PAC,903637,E,0.81,312,410,4.1,Ad-Hoc,,,,,1336150,C|C++,1,4,NA
SO,PAC,910468,E,0.94,115,20,0.0,BFS,Minimum Spanning Tree,Algorithms,,,1037489,C|C++,12,10,W
SO,PAC,910468,E,0.94,115,20,0.0,BFS,Minimum Spanning Tree,Algorithms,,,1037489,C|C++,12,10,W
SO,AC,910468,E,0.94,115,20,0.0,BFS,Minimum Spanning Tree,Algorithms,,,1037489,C|C++,12,10,W
SO,AC,907813,M,0.54,156,327,0.0,Bit manipulation,Algorithms,,,,982521,Python|C++,14,4,S
SO,AC,907813,M,0.54,156,327,0.0,Bit manipulation,Algorithms,,,,982521,Python|C++,14,4,S
AT,PAC,907050,E,0.5,151,1062,0.0,Algorithms,,,,,969516,C,3,8,W
SO,PAC,937960,M,0.8,55,192,4.3,Binary Search,Hashing,,,,1080503,Python|C,47,40,NA
SO,PAC,937960,M,0.8,55,192,4.3,Binary Search,Hashing,,,,1080503,Python|C,47,40,NA
AT,PAC,937960,M,0.8,55,192,4.3,Binary Search,Hashing,,,,1080503,Python|C,47,40,NA
SO,PAC,920126,E,0.84,1375,1003,3.5,Ad-Hoc,Math,,,,1106130,C|Java|C++,24,14,W
SO,PAC,920126,E,0.84,1375,1003,3.5,Ad-Hoc,Math,,,,1106130,C|Java|C++,24,14,W
SO,PAC,920126,E,0.84,1375,1003,3.5,Ad-Hoc,Math,,,,1106130,C|Java|C++,24,14,W
SO,PAC,920126,E,0.84,1375,1003,3.5,Ad-Hoc,Math,,,,1106130,C|Java|C++,24,14,W
SO,AC,920126,E,0.84,1375,1003,3.5,Ad-Hoc,Math,,,,1106130,C|Java|C++,24,14,W
SO,AC,920126,E,0.84,1375,1003,3.5,Ad-Hoc,Math,,,,1106130,C|Java|C++,24,14,W
SO,PAC,930696,E,0.91,1336,271,3.3,Bit manipulation,Ad-Hoc,,,,1036613,Python|C|C++,14,71,NA
SO,AC,930696,E,0.91,1336,271,3.3,Bit manipulation,Ad-Hoc,,,,1036613,Python|C|C++,14,71,NA
SO,PAC,918880,E,0.89,2349,1642,3.9,Ad-Hoc,,,,,962987,C|C++,19,15,S
SO,PAC,918880,E,0.89,2349,1642,3.9,Ad-Hoc,,,,,962987,C|C++,19,15,S
SO,PAC,918880,E,0.89,2349,1642,3.9,Ad-Hoc,,,,,962987,C|C++,19,15,S
AT,PAC,928366,E-M,0.29,56,3875,3.7,Geometry,HashMap,Math,,,1347090,C|Java,1,9,NA
AT,PAC,928366,E-M,0.29,56,3875,3.7,Geometry,HashMap,Math,,,1347090,C|Java,1,9,NA
AT,PAC,928366,E-M,0.29,56,3875,3.7,Geometry,HashMap,Math,,,1347090,C|Java,1,9,NA
AT,PAC,928366,E-M,0.29,56,3875,3.7,Geometry,HashMap,Math,,,1347090,C|Java,1,9,NA
AT,PAC,928366,E-M,0.29,56,3875,3.7,Geometry,HashMap,Math,,,1347090,C|Java,1,9,NA
AT,PAC,928366,E-M,0.29,56,3875,3.7,Geometry,HashMap,Math,,,1347090,C|Java,1,9,NA
AT,PAC,928366,E-M,0.29,56,3875,3.7,Geometry,HashMap,Math,,,1347090,C|Java,1,9,NA
SO,PAC,916581,,0.88,472,172,1.8,Ad-Hoc,,,,,1064727,C|Java|C++,84,78,NA
SO,AC,916581,,0.88,472,172,1.8,Ad-Hoc,,,,,1064727,C|Java|C++,84,78,NA
SO,AC,918874,E,0.71,7297,3669,3.4,Ad-Hoc,String Algorithms,,,,1023287,Java,15,10,W
SO,PAC,922449,E,0.84,646,652,3.6,Ad-Hoc,Math,,,,1232739,Java,3,3,W
SO,PAC,922449,E,0.84,646,652,3.6,Ad-Hoc,Math,,,,1232739,Java,3,3,W
SO,PAC,922449,E,0.84,646,652,3.6,Ad-Hoc,Math,,,,1232739,Java,3,3,W
SO,PAC,922449,E,0.84,646,652,3.6,Ad-Hoc,Math,,,,1232739,Java,3,3,W
SO,PAC,922449,E,0.84,646,652,3.6,Ad-Hoc,Math,,,,1232739,Java,3,3,W
SO,PAC,922449,E,0.84,646,652,3.6,Ad-Hoc,Math,,,,1232739,Java,3,3,W
SO,PAC,922449,E,0.84,646,652,3.6,Ad-Hoc,Math,,,,1232739,Java,3,3,W
SO,AC,922449,E,0.84,646,652,3.6,Ad-Hoc,Math,,,,1232739,Java,3,3,W
SO,AC,922449,E,0.84,646,652,3.6,Ad-Hoc,Math,,,,1232739,Java,3,3,W
AT,PAC,930698,M,0.92,70,49,4.0,Bit manipulation,Bitmask,Dynamic Programming,,,1023297,C|C++,35,9,NA
AT,PAC,930698,M,0.92,70,49,4.0,Bit manipulation,Bitmask,Dynamic Programming,,,1023297,C|C++,35,9,NA
SO,PAC,930698,M,0.92,70,49,4.0,Bit manipulation,Bitmask,Dynamic Programming,,,1023297,C|C++,35,9,NA
SO,AC,930698,M,0.92,70,49,4.0,Bit manipulation,Bitmask,Dynamic Programming,,,1023297,C|C++,35,9,NA
AT,PAC,906172,E,0.29,19,425,0.0,Data Structures,Greedy,,,,944305,Python|PHP,1,5,S
SO,AC,903905,,0.81,2973,1040,2.6,Basic Programming,Ad-Hoc,,,,992699,C,1,0,W
SO,AC,929622,E-M,0.43,683,1691,3.8,Recursion,Dynamic Programming,,,,1038339,C|C++,34,25,NA
SO,AC,907809,E,0.84,4333,1924,3.4,Ad-Hoc,Basic Programming,Implementation,,,1120030,C,14,8,NA
AT,PAC,910370,E,0.82,131,98,0.0,Implementation,Data Structures,Sorting,Heap,,961325,PHP|Java,84,162,W
AT,PAC,910370,E,0.82,131,98,0.0,Implementation,Data Structures,Sorting,Heap,,961325,PHP|Java,84,162,W
SO,AC,910370,E,0.82,131,98,0.0,Implementation,Data Structures,Sorting,Heap,,961325,PHP|Java,84,162,W
SO,AC,909179,E,0.78,3797,1951,3.2,Brute Force,,,,,1034453,C++,5,2,NA
SO,PAC,928879,E,0.77,627,718,4.3,Basic Programming,,,,,1076519,C,42,55,NA
SO,PAC,928879,E,0.77,627,718,4.3,Basic Programming,,,,,1076519,C,42,55,NA
SO,AC,928879,E,0.77,627,718,4.3,Basic Programming,,,,,1076519,C,42,55,NA
SO,PAC,912142,M,0.89,67,115,5.0,Bitmask,Dynamic Programming,Algorithms,,,1059331,Python|C|Java|C++,192,225,NA
SO,PAC,912142,M,0.89,67,115,5.0,Bitmask,Dynamic Programming,Algorithms,,,1059331,Python|C|Java|C++,192,225,NA
SO,PAC,907051,E,0.82,1090,767,4.4,Ad-Hoc,Algorithms,,,,975598,C|C++,9,18,S
SO,PAC,907051,E,0.82,1090,767,4.4,Ad-Hoc,Algorithms,,,,975598,C|C++,9,18,S
SO,PAC,918614,E-M,0.75,73,276,3.8,Bit manipulation,,,,,1238124,C|Java|C++,24,16,NA
SO,PAC,918614,E-M,0.75,73,276,3.8,Bit manipulation,,,,,1238124,C|Java|C++,24,16,NA
AT,PAC,908455,E,0.7,683,1850,2.8,Basic Programming,Sorting,Greedy,,,1188140,C|C++,6,8,NA
AT,PAC,908455,E,0.7,683,1850,2.8,Basic Programming,Sorting,Greedy,,,1188140,C|C++,6,8,NA
SO,AC,927598,E,0.9,392,69,3.7,Math,,,,,1344355,C++,1,0,NA
AT,PAC,911508,E,0.88,675,448,3.0,,,,,,995050,C|Java|C++,17,47,NA
SO,PAC,911508,E,0.88,675,448,3.0,,,,,,995050,C|Java|C++,17,47,NA
SO,AC,932162,,0.93,122,24,2.7,,,,,,1215289,C,3,19,W
AT,PAC,909152,E-M,0.83,543,648,0.0,Prime Factorization,Math,,,,1005563,Java,1,9,NA
SO,PAC,909152,E-M,0.83,543,648,0.0,Prime Factorization,Math,,,,1005563,Java,1,9,NA
SO,PAC,918880,E,0.89,2349,1642,3.9,Ad-Hoc,,,,,1177464,C++,10,9,NA
SO,PAC,918880,E,0.89,2349,1642,3.9,Ad-Hoc,,,,,1177464,C++,10,9,NA
SO,AC,918880,E,0.89,2349,1642,3.9,Ad-Hoc,,,,,1177464,C++,10,9,NA
SO,PAC,920126,E,0.84,1375,1003,3.5,Ad-Hoc,Math,,,,1302390,C|C++,22,10,NA
SO,PAC,920126,E,0.84,1375,1003,3.5,Ad-Hoc,Math,,,,1302390,C|C++,22,10,NA
SO,PAC,920126,E,0.84,1375,1003,3.5,Ad-Hoc,Math,,,,1302390,C|C++,22,10,NA
AT,PAC,930986,E,0.18,6,133,3.5,,,,,,1358360,Python|C|C++,1,24,W
SO,AC,912294,E-M,0.44,82,183,0.0,Segment Trees,BIT,Fenwick Tree,Sieve,,1115742,Python|Java|C++,16,4,NA
SO,PAC,924847,E,0.92,1645,263,3.3,Hashing,,,,,982761,Python|C|PHP|C++,35,25,W
SO,AC,924847,E,0.92,1645,263,3.3,Hashing,,,,,982761,Python|C|PHP|C++,35,25,W
SO,PAC,936432,E-M,0.91,74,109,3.9,Math,,,,,1265758,C++,33,40,W
SO,PAC,936432,E-M,0.91,74,109,3.9,Math,,,,,1265758,C++,33,40,W
SO,PAC,936432,E-M,0.91,74,109,3.9,Math,,,,,1265758,C++,33,40,W
SO,PAC,936432,E-M,0.91,74,109,3.9,Math,,,,,1265758,C++,33,40,W
SO,PAC,936432,E-M,0.91,74,109,3.9,Math,,,,,1265758,C++,33,40,W
SO,PAC,936432,E-M,0.91,74,109,3.9,Math,,,,,1265758,C++,33,40,W
SO,PAC,918112,E-M,0.7,278,330,3.5,Greedy,Math,,,,954733,Java|C++,68,68,S
SO,PAC,918112,E-M,0.7,278,330,3.5,Greedy,Math,,,,954733,Java|C++,68,68,S
SO,PAC,918112,E-M,0.7,278,330,3.5,Greedy,Math,,,,954733,Java|C++,68,68,S
SO,PAC,926252,,0.9,75,33,3.5,,,,,,1305047,C|Java|C++,120,60,NA
SO,AC,926252,,0.9,75,33,3.5,,,,,,1305047,C|Java|C++,120,60,NA
SO,PAC,910442,E,0.43,2637,9714,3.7,Ad-Hoc,Algorithms,,,,995157,C|C++,51,107,NA
SO,AC,910442,E,0.43,2637,9714,3.7,Ad-Hoc,Algorithms,,,,995157,C|C++,51,107,NA
AT,PAC,935776,E-M,0.19,64,1307,3.8,Dynamic Programming,,,,,1015605,C,2,15,NA
AT,PAC,935776,E-M,0.19,64,1307,3.8,Dynamic Programming,,,,,1015605,C,2,15,NA
SO,AC,916527,M,0.82,388,284,4.7,Ad-Hoc,Basic Programming,Implementation,String Algorithms,,1201486,Python,27,45,W
SO,AC,909708,,0.88,151,199,0.0,,,,,,1062045,Python,28,33,W
SO,PAC,909223,E,0.75,1691,1465,2.6,,,,,,1224050,Java,12,3,W
AT,PAC,903637,E,0.81,312,410,4.1,Ad-Hoc,,,,,986606,C++,10,5,W
AT,PAC,911524,H,0.55,13,90,0.0,Graph Theory,Algorithms,,,,982954,C++,8,9,NA
AT,PAC,911524,H,0.55,13,90,0.0,Graph Theory,Algorithms,,,,982954,C++,8,9,NA
AT,PAC,905827,M,0.77,138,261,4.0,Math,,,,,971442,C|C++,1,10,NA
AT,PAC,905827,M,0.77,138,261,4.0,Math,,,,,971442,C|C++,1,10,NA
AT,PAC,905827,M,0.77,138,261,4.0,Math,,,,,971442,C|C++,1,10,NA
AT,PAC,905827,M,0.77,138,261,4.0,Math,,,,,971442,C|C++,1,10,NA
AT,PAC,905827,M,0.77,138,261,4.0,Math,,,,,971442,C|C++,1,10,NA
AT,PAC,905827,M,0.77,138,261,4.0,Math,,,,,971442,C|C++,1,10,NA
AT,PAC,905827,M,0.77,138,261,4.0,Math,,,,,971442,C|C++,1,10,NA
AT,PAC,905827,M,0.77,138,261,4.0,Math,,,,,971442,C|C++,1,10,NA
AT,PAC,905827,M,0.77,138,261,4.0,Math,,,,,971442,C|C++,1,10,NA
AT,PAC,905827,M,0.77,138,261,4.0,Math,,,,,971442,C|C++,1,10,NA
SO,PAC,905827,M,0.77,138,261,4.0,Math,,,,,971442,C|C++,1,10,NA
SO,PAC,909321,M,0.77,138,241,4.5,Algorithms,,,,,1012942,Java,10,13,W
SO,PAC,909321,M,0.77,138,241,4.5,Algorithms,,,,,1012942,Java,10,13,W
SO,PAC,928878,E,0.69,608,1160,3.9,Ad-Hoc,Basic Programming,,,,1176370,Python|C|Java|C++,143,79,W
SO,PAC,928878,E,0.69,608,1160,3.9,Ad-Hoc,Basic Programming,,,,1176370,Python|C|Java|C++,143,79,W
SO,AC,928878,E,0.69,608,1160,3.9,Ad-Hoc,Basic Programming,,,,1176370,Python|C|Java|C++,143,79,W
SO,AC,928878,E,0.69,608,1160,3.9,Ad-Hoc,Basic Programming,,,,1176370,Python|C|Java|C++,143,79,W
SO,PAC,912254,M,0.79,308,696,2.7,Algorithms,,,,,1116285,Python,5,5,W
SO,AC,912254,M,0.79,308,696,2.7,Algorithms,,,,,1116285,Python,5,5,W
SO,PAC,907915,M,0.65,81,935,0.0,Math,,,,,912503,C|Java|C#|C++|Python|PHP,47,95,W
SO,PAC,907915,M,0.65,81,935,0.0,Math,,,,,912503,C|Java|C#|C++|Python|PHP,47,95,W
SO,PAC,907915,M,0.65,81,935,0.0,Math,,,,,912503,C|Java|C#|C++|Python|PHP,47,95,W
SO,PAC,907915,M,0.65,81,935,0.0,Math,,,,,912503,C|Java|C#|C++|Python|PHP,47,95,W
SO,AC,903637,E,0.81,312,410,4.1,Ad-Hoc,,,,,917062,C,1,4,S
SO,PAC,909708,,0.88,151,199,0.0,,,,,,1064633,Python|C,7,40,W
SO,PAC,909708,,0.88,151,199,0.0,,,,,,1064633,Python|C,7,40,W
SO,PAC,909708,,0.88,151,199,0.0,,,,,,1064633,Python|C,7,40,W
SO,PAC,909708,,0.88,151,199,0.0,,,,,,1064633,Python|C,7,40,W
SO,PAC,909708,,0.88,151,199,0.0,,,,,,1064633,Python|C,7,40,W
SO,PAC,909708,,0.88,151,199,0.0,,,,,,1064633,Python|C,7,40,W
SO,AC,909708,,0.88,151,199,0.0,,,,,,1064633,Python|C,7,40,W
SO,PAC,909223,E,0.75,1691,1465,2.6,,,,,,905101,C|C++,33,73,W
SO,AC,909223,E,0.75,1691,1465,2.6,,,,,,905101,C|C++,33,73,W
SO,AC,921407,E,0.76,912,412,4.1,Ad-Hoc,,,,,1106970,Python|C|Java|C++,130,105,W
SO,AC,930696,E,0.91,1336,271,3.3,Bit manipulation,Ad-Hoc,,,,1340228,C++,11,5,W
AT,PAC,911508,E,0.88,675,448,3.0,,,,,,1105050,C|PHP|Java,12,158,W
SO,AC,911508,E,0.88,675,448,3.0,,,,,,1105050,C|PHP|Java,12,158,W
AT,PAC,911508,E,0.88,675,448,3.0,,,,,,1105050,C|PHP|Java,12,158,W
SO,AC,911508,E,0.88,675,448,3.0,,,,,,1105050,C|PHP|Java,12,158,W
SO,PAC,909201,,0.86,101,68,0.0,,,,,,982872,C|C++,76,9,NA
AT,PAC,916080,E,0.75,273,2860,4.3,Binary Search,Algorithms,Math,Number Theory,,1002354,C|C++,10,37,W
AT,PAC,916080,E,0.75,273,2860,4.3,Binary Search,Algorithms,Math,Number Theory,,1002354,C|C++,10,37,W
AT,PAC,916080,E,0.75,273,2860,4.3,Binary Search,Algorithms,Math,Number Theory,,1002354,C|C++,10,37,W
AT,PAC,916080,E,0.75,273,2860,4.3,Binary Search,Algorithms,Math,Number Theory,,1002354,C|C++,10,37,W
AT,PAC,916080,E,0.75,273,2860,4.3,Binary Search,Algorithms,Math,Number Theory,,1002354,C|C++,10,37,W
AT,PAC,916080,E,0.75,273,2860,4.3,Binary Search,Algorithms,Math,Number Theory,,1002354,C|C++,10,37,W
SO,PAC,916080,E,0.75,273,2860,4.3,Binary Search,Algorithms,Math,Number Theory,,1002354,C|C++,10,37,W
SO,PAC,916080,E,0.75,273,2860,4.3,Binary Search,Algorithms,Math,Number Theory,,1002354,C|C++,10,37,W
SO,PAC,916080,E,0.75,273,2860,4.3,Binary Search,Algorithms,Math,Number Theory,,1002354,C|C++,10,37,W
AT,PAC,917728,,0.87,127,21,0.0,,,,,,1141091,C,11,32,NA
AT,PAC,917728,,0.87,127,21,0.0,,,,,,1141091,C,11,32,NA
SO,AC,929622,E-M,0.43,683,1691,3.8,Recursion,Dynamic Programming,,,,1038467,C#|Python|C|Java|C++,46,89,W
SO,PAC,908455,E,0.7,683,1850,2.8,Basic Programming,Sorting,Greedy,,,1034503,C++,17,10,NA
SO,PAC,908455,E,0.7,683,1850,2.8,Basic Programming,Sorting,Greedy,,,1034503,C++,17,10,NA
SO,PAC,908455,E,0.7,683,1850,2.8,Basic Programming,Sorting,Greedy,,,1034503,C++,17,10,NA
SO,PAC,908455,E,0.7,683,1850,2.8,Basic Programming,Sorting,Greedy,,,1034503,C++,17,10,NA
SO,AC,908455,E,0.7,683,1850,2.8,Basic Programming,Sorting,Greedy,,,1034503,C++,17,10,NA
SO,AC,911794,,0.91,42,4,0.0,,,,,,982835,C|C++,15,17,S
SO,PAC,908344,E,0.64,8922,7150,3.7,Basic Programming,Very Easy,,,,1364271,C++,1,0,NA
SO,PAC,908344,E,0.64,8922,7150,3.7,Basic Programming,Very Easy,,,,1364271,C++,1,0,NA
AT,PAC,908536,E,0.57,526,903,0.0,Ad-Hoc,Basic Programming,,,,1017347,C|Java|C++,146,110,NA
SO,PAC,908536,E,0.57,526,903,0.0,Ad-Hoc,Basic Programming,,,,1017347,C|Java|C++,146,110,NA
SO,PAC,915769,,0.88,59,13,1.0,,,,,,970562,Python|C|Java|C++,45,50,W
SO,AC,907207,E,0.5,1822,2635,3.4,Math,Simple-math,,,,1028109,C|Java|C++,31,21,W
AT,PAC,918421,M,0.7,17,161,3.8,Algorithms,KMP,,,,1252108,Java,0,11,NA
AT,PAC,918421,M,0.7,17,161,3.8,Algorithms,KMP,,,,1252108,Java,0,11,NA
AT,PAC,918421,M,0.7,17,161,3.8,Algorithms,KMP,,,,1252108,Java,0,11,NA
SO,PAC,914298,E,0.74,128,855,4.5,Algorithms,Hashing,,,,996430,Python|Ruby|C++,65,80,W
SO,PAC,914298,E,0.74,128,855,4.5,Algorithms,Hashing,,,,996430,Python|Ruby|C++,65,80,W
SO,PAC,914298,E,0.74,128,855,4.5,Algorithms,Hashing,,,,996430,Python|Ruby|C++,65,80,W
SO,PAC,914298,E,0.74,128,855,4.5,Algorithms,Hashing,,,,996430,Python|Ruby|C++,65,80,W
SO,PAC,914298,E,0.74,128,855,4.5,Algorithms,Hashing,,,,996430,Python|Ruby|C++,65,80,W
AT,PAC,913736,M,0.21,524,7868,4.0,Ad-Hoc,Dynamic Programming,Algorithms,,,1136485,C++,30,32,W
AT,PAC,913736,M,0.21,524,7868,4.0,Ad-Hoc,Dynamic Programming,Algorithms,,,1136485,C++,30,32,W
AT,PAC,913736,M,0.21,524,7868,4.0,Ad-Hoc,Dynamic Programming,Algorithms,,,1136485,C++,30,32,W
AT,PAC,913736,M,0.21,524,7868,4.0,Ad-Hoc,Dynamic Programming,Algorithms,,,1136485,C++,30,32,W
AT,PAC,913736,M,0.21,524,7868,4.0,Ad-Hoc,Dynamic Programming,Algorithms,,,1136485,C++,30,32,W
AT,PAC,913736,M,0.21,524,7868,4.0,Ad-Hoc,Dynamic Programming,Algorithms,,,1136485,C++,30,32,W
AT,PAC,913736,M,0.21,524,7868,4.0,Ad-Hoc,Dynamic Programming,Algorithms,,,1136485,C++,30,32,W
AT,PAC,913736,M,0.21,524,7868,4.0,Ad-Hoc,Dynamic Programming,Algorithms,,,1136485,C++,30,32,W
SO,PAC,928878,E,0.69,608,1160,3.9,Ad-Hoc,Basic Programming,,,,1104038,C++,72,37,NA
SO,PAC,928878,E,0.69,608,1160,3.9,Ad-Hoc,Basic Programming,,,,1104038,C++,72,37,NA
SO,PAC,928878,E,0.69,608,1160,3.9,Ad-Hoc,Basic Programming,,,,1104038,C++,72,37,NA
AT,PAC,905139,M,0.18,165,1017,0.0,Algorithms,,,,,945148,C++,0,10,NA
AT,PAC,905139,M,0.18,165,1017,0.0,Algorithms,,,,,945148,C++,0,10,NA
AT,PAC,905139,M,0.18,165,1017,0.0,Algorithms,,,,,945148,C++,0,10,NA
AT,PAC,905139,M,0.18,165,1017,0.0,Algorithms,,,,,945148,C++,0,10,NA
AT,PAC,905139,M,0.18,165,1017,0.0,Algorithms,,,,,945148,C++,0,10,NA
AT,PAC,905139,M,0.18,165,1017,0.0,Algorithms,,,,,945148,C++,0,10,NA
AT,PAC,905139,M,0.18,165,1017,0.0,Algorithms,,,,,945148,C++,0,10,NA
AT,PAC,905139,M,0.18,165,1017,0.0,Algorithms,,,,,945148,C++,0,10,NA
AT,PAC,905139,M,0.18,165,1017,0.0,Algorithms,,,,,945148,C++,0,10,NA
SO,PAC,930985,M,0.57,24,496,3.7,,,,,,1116391,Python|C++,5,15,W
SO,PAC,930985,M,0.57,24,496,3.7,,,,,,1116391,Python|C++,5,15,W
SO,PAC,930985,M,0.57,24,496,3.7,,,,,,1116391,Python|C++,5,15,W
SO,PAC,930985,M,0.57,24,496,3.7,,,,,,1116391,Python|C++,5,15,W
